,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
2679,Maldives,MDV,03/02/2021,1578.0,,,698.0,0.29,,,1291.0,Oxford/AstraZeneca,Presidency of the Maldives
2680,Maldives,MDV,04/02/2021,3204.0,,,1162.0,0.59,,,2150.0,Oxford/AstraZeneca,Presidency of the Maldives
2681,Maldives,MDV,05/02/2021,4269.0,,,1130.0,0.79,,,2090.0,Oxford/AstraZeneca,Presidency of the Maldives
2682,Maldives,MDV,06/02/2021,6854.0,,,1494.0,1.27,,,2764.0,Oxford/AstraZeneca,Presidency of the Maldives
2683,Maldives,MDV,07/02/2021,9752.0,,,1774.0,1.8,,,3282.0,Oxford/AstraZeneca,Presidency of the Maldives
2684,Maldives,MDV,08/02/2021,12934.0,,,2009.0,2.39,,,3717.0,Oxford/AstraZeneca,Presidency of the Maldives
2685,Maldives,MDV,09/02/2021,16251.0,,,2196.0,3.01,,,4063.0,Oxford/AstraZeneca,Presidency of the Maldives
2686,Maldives,MDV,10/02/2021,20161.0,,,2655.0,3.73,,,4912.0,Oxford/AstraZeneca,Presidency of the Maldives
2687,Maldives,MDV,11/02/2021,25327.0,,,3160.0,4.69,,,5846.0,Oxford/AstraZeneca,Presidency of the Maldives
2688,Maldives,MDV,12/02/2021,27367.0,,,3300.0,5.06,,,6105.0,Oxford/AstraZeneca,Presidency of the Maldives
2689,Maldives,MDV,13/02/2021,33106.0,,,3750.0,6.12,,,6937.0,Oxford/AstraZeneca,Presidency of the Maldives
2690,Maldives,MDV,14/02/2021,38591.0,,,4120.0,7.14,,,7622.0,Oxford/AstraZeneca,Presidency of the Maldives
2691,Maldives,MDV,15/02/2021,43817.0,,,4412.0,8.11,,,8162.0,Oxford/AstraZeneca,Presidency of the Maldives
2692,Maldives,MDV,16/02/2021,50047.0,,,4828.0,9.26,,,8932.0,Oxford/AstraZeneca,Presidency of the Maldives
2693,Maldives,MDV,17/02/2021,56218.0,,,5151.0,10.4,,,9529.0,Oxford/AstraZeneca,Presidency of the Maldives
2694,Maldives,MDV,18/02/2021,64048.0,,,5532.0,11.85,,,10234.0,Oxford/AstraZeneca,Presidency of the Maldives
2695,Maldives,MDV,19/02/2021,64048.0,,,5240.0,11.85,,,9694.0,Oxford/AstraZeneca,Presidency of the Maldives
2696,Maldives,MDV,20/02/2021,70009.0,,,5272.0,12.95,,,9753.0,Oxford/AstraZeneca,Presidency of the Maldives
2697,Maldives,MDV,21/02/2021,75013.0,,,5203.0,13.88,,,9626.0,Oxford/AstraZeneca,Presidency of the Maldives
2698,Maldives,MDV,22/02/2021,80159.0,,,5192.0,14.83,,,9605.0,Oxford/AstraZeneca,Presidency of the Maldives
2699,Maldives,MDV,23/02/2021,85110.0,,,5009.0,15.75,,,9267.0,Oxford/AstraZeneca,Presidency of the Maldives
2700,Maldives,MDV,24/02/2021,90865.0,,,4950.0,16.81,,,9157.0,Oxford/AstraZeneca,Presidency of the Maldives
2701,Maldives,MDV,25/02/2021,98311.0,,,4895.0,18.19,,,9056.0,Oxford/AstraZeneca,Presidency of the Maldives
2702,Maldives,MDV,26/02/2021,99419.0,,,5053.0,18.39,,,9348.0,Oxford/AstraZeneca,Presidency of the Maldives
2703,Maldives,MDV,27/02/2021,105492.0,,,5069.0,19.52,,,9378.0,Oxford/AstraZeneca,Presidency of the Maldives
2704,Maldives,MDV,28/02/2021,111415.0,,,5200.0,20.61,,,9620.0,Oxford/AstraZeneca,Presidency of the Maldives
2705,Malta,MLT,17/01/2021,11705.0,11705.0,,,2.65,2.65,,,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2706,Malta,MLT,18/01/2021,13002.0,13002.0,,1297.0,2.94,2.94,,2937.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2707,Malta,MLT,19/01/2021,14276.0,14276.0,,1286.0,3.23,3.23,,2913.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2708,Malta,MLT,20/01/2021,15316.0,15316.0,,1204.0,3.47,3.47,,2727.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2709,Malta,MLT,21/01/2021,16531.0,16531.0,,1206.0,3.74,3.74,,2731.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2710,Malta,MLT,22/01/2021,17767.0,17767.0,,1212.0,4.02,4.02,,2745.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2711,Malta,MLT,23/01/2021,18930.0,18930.0,,1204.0,4.29,4.29,,2727.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2712,Malta,MLT,24/01/2021,19981.0,18783.0,1198.0,1182.0,4.53,4.25,0.27,2677.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2713,Malta,MLT,25/01/2021,21172.0,19709.0,1463.0,1167.0,4.8,4.46,0.33,2643.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2714,Malta,MLT,26/01/2021,22371.0,20677.0,1694.0,1156.0,5.07,4.68,0.38,2618.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2715,Malta,MLT,27/01/2021,23512.0,21417.0,2095.0,1171.0,5.33,4.85,0.47,2652.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2716,Malta,MLT,28/01/2021,24680.0,22162.0,2518.0,1164.0,5.59,5.02,0.57,2636.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2717,Malta,MLT,29/01/2021,25822.0,22853.0,2969.0,1151.0,5.85,5.18,0.67,2607.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2718,Malta,MLT,30/01/2021,26847.0,23391.0,3456.0,1131.0,6.08,5.3,0.78,2561.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2719,Malta,MLT,31/01/2021,27759.0,23811.0,3948.0,1111.0,6.29,5.39,0.89,2516.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2720,Malta,MLT,01/02/2021,29002.0,24526.0,4476.0,1119.0,6.57,5.55,1.01,2534.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2721,Malta,MLT,02/02/2021,30252.0,25361.0,4891.0,1126.0,6.85,5.74,1.11,2550.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2722,Malta,MLT,03/02/2021,31633.0,26223.0,5410.0,1160.0,7.16,5.94,1.23,2627.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2723,Malta,MLT,04/02/2021,33477.0,27020.0,6457.0,1257.0,7.58,6.12,1.46,2847.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2724,Malta,MLT,05/02/2021,35676.0,28082.0,7594.0,1408.0,8.08,6.36,1.72,3189.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2725,Malta,MLT,06/02/2021,37586.0,28837.0,8749.0,1534.0,8.51,6.53,1.98,3474.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2726,Malta,MLT,07/02/2021,39257.0,29339.0,9918.0,1643.0,8.89,6.64,2.25,3721.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2727,Malta,MLT,08/02/2021,41285.0,30235.0,11050.0,1755.0,9.35,6.85,2.5,3975.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2728,Malta,MLT,09/02/2021,43337.0,31202.0,12135.0,1869.0,9.81,7.07,2.75,4233.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2729,Malta,MLT,10/02/2021,44598.0,31670.0,12928.0,1852.0,10.1,7.17,2.93,4194.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2730,Malta,MLT,11/02/2021,46344.0,32524.0,13820.0,1838.0,10.5,7.37,3.13,4163.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2731,Malta,MLT,12/02/2021,48474.0,33735.0,14739.0,1828.0,10.98,7.64,3.34,4140.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2732,Malta,MLT,13/02/2021,50175.0,34574.0,15601.0,1798.0,11.36,7.83,3.53,4072.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2733,Malta,MLT,14/02/2021,51641.0,35376.0,16265.0,1769.0,11.7,8.01,3.68,4006.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2734,Malta,MLT,15/02/2021,53647.0,36545.0,17102.0,1766.0,12.15,8.28,3.87,4000.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2735,Malta,MLT,16/02/2021,55709.0,37866.0,17843.0,1767.0,12.62,8.58,4.04,4002.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2736,Malta,MLT,17/02/2021,57683.0,39147.0,18536.0,1869.0,13.06,8.87,4.2,4233.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2737,Malta,MLT,18/02/2021,59702.0,40503.0,19199.0,1908.0,13.52,9.17,4.35,4321.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2738,Malta,MLT,19/02/2021,62059.0,42231.0,19828.0,1941.0,14.06,9.56,4.49,4396.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2739,Malta,MLT,20/02/2021,63308.0,43119.0,20189.0,1876.0,14.34,9.77,4.57,4249.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2740,Malta,MLT,21/02/2021,64419.0,43888.0,20531.0,1825.0,14.59,9.94,4.65,4133.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2741,Malta,MLT,22/02/2021,66334.0,45174.0,21160.0,1812.0,15.02,10.23,4.79,4104.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2742,Malta,MLT,23/02/2021,68779.0,47012.0,21767.0,1867.0,15.58,10.65,4.93,4228.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2743,Malta,MLT,24/02/2021,71562.0,49061.0,22501.0,1983.0,16.21,11.11,5.1,4491.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2744,Malta,MLT,25/02/2021,73644.0,50249.0,23395.0,1992.0,16.68,11.38,5.3,4511.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2745,Malta,MLT,26/02/2021,76159.0,51041.0,25118.0,2014.0,17.25,11.56,5.69,4561.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2746,Malta,MLT,27/02/2021,77967.0,51186.0,26781.0,2094.0,17.66,11.59,6.07,4743.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team
2747,Mauritius,MUS,25/01/2021,0.0,0.0,,,0.0,0.0,,,Oxford/AstraZeneca,National Communication Committee on COVID-19
2748,Mauritius,MUS,26/01/2021,,,,30.0,,,,24.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2749,Mauritius,MUS,27/01/2021,,,,30.0,,,,24.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2750,Mauritius,MUS,28/01/2021,,,,30.0,,,,24.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2751,Mauritius,MUS,29/01/2021,,,,30.0,,,,24.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2752,Mauritius,MUS,30/01/2021,,,,30.0,,,,24.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2753,Mauritius,MUS,31/01/2021,,,,30.0,,,,24.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2754,Mauritius,MUS,01/02/2021,207.0,207.0,,30.0,0.02,0.02,,24.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2755,Mauritius,MUS,02/02/2021,,,,58.0,,,,46.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2756,Mauritius,MUS,03/02/2021,,,,86.0,,,,68.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2757,Mauritius,MUS,04/02/2021,,,,114.0,,,,90.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2758,Mauritius,MUS,05/02/2021,,,,143.0,,,,112.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2759,Mauritius,MUS,06/02/2021,,,,171.0,,,,134.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2760,Mauritius,MUS,07/02/2021,,,,199.0,,,,156.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2761,Mauritius,MUS,08/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2762,Mauritius,MUS,09/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2763,Mauritius,MUS,10/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2764,Mauritius,MUS,11/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2765,Mauritius,MUS,12/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2766,Mauritius,MUS,13/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2767,Mauritius,MUS,14/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2768,Mauritius,MUS,15/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2769,Mauritius,MUS,16/02/2021,,,,227.0,,,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2770,Mauritius,MUS,17/02/2021,3843.0,3843.0,,227.0,0.3,0.3,,178.0,Oxford/AstraZeneca,National Communication Committee on COVID-19
2771,Mexico,MEX,24/12/2020,2924.0,2924.0,,,0.0,0.0,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2772,Mexico,MEX,25/12/2020,,,,1300.0,,,,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2773,Mexico,MEX,26/12/2020,,,,1300.0,,,,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2774,Mexico,MEX,27/12/2020,6824.0,6824.0,,1300.0,0.01,0.01,,10.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2775,Mexico,MEX,28/12/2020,9579.0,9579.0,,1664.0,0.01,0.01,,13.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2776,Mexico,MEX,29/12/2020,18529.0,18529.0,,3121.0,0.01,0.01,,24.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2777,Mexico,MEX,30/12/2020,24998.0,24998.0,,3679.0,0.02,0.02,,29.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2778,Mexico,MEX,31/12/2020,,,,3695.0,,,,29.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2779,Mexico,MEX,01/01/2021,,,,4051.0,,,,31.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2780,Mexico,MEX,02/01/2021,,,,4407.0,,,,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2781,Mexico,MEX,03/01/2021,,,,4763.0,,,,37.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2782,Mexico,MEX,04/01/2021,43960.0,43960.0,,4912.0,0.03,0.03,,38.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2783,Mexico,MEX,05/01/2021,48236.0,48236.0,,4244.0,0.04,0.04,,33.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2784,Mexico,MEX,06/01/2021,53185.0,53185.0,,4027.0,0.04,0.04,,31.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2785,Mexico,MEX,07/01/2021,58402.0,58402.0,,4230.0,0.05,0.05,,33.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2786,Mexico,MEX,08/01/2021,67468.0,67468.0,,4984.0,0.05,0.05,,39.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2787,Mexico,MEX,09/01/2021,74794.0,74794.0,,5488.0,0.06,0.06,,43.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2788,Mexico,MEX,10/01/2021,81300.0,81300.0,,5876.0,0.06,0.06,,46.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2789,Mexico,MEX,11/01/2021,87060.0,87060.0,,6157.0,0.07,0.07,,48.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2790,Mexico,MEX,12/01/2021,92879.0,92879.0,,6378.0,0.07,0.07,,49.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2791,Mexico,MEX,13/01/2021,192567.0,192567.0,,19912.0,0.15,0.15,,154.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2792,Mexico,MEX,14/01/2021,329983.0,329983.0,,38797.0,0.26,0.26,,301.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2793,Mexico,MEX,15/01/2021,417375.0,415417.0,1958.0,49987.0,0.32,0.32,0.0,388.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2794,Mexico,MEX,16/01/2021,463246.0,461025.0,2221.0,55493.0,0.36,0.36,0.0,430.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2795,Mexico,MEX,17/01/2021,472142.0,468708.0,3434.0,55835.0,0.37,0.36,0.0,433.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2796,Mexico,MEX,18/01/2021,492529.0,485983.0,6546.0,57924.0,0.38,0.38,0.01,449.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2797,Mexico,MEX,19/01/2021,498122.0,488513.0,9609.0,57892.0,0.39,0.38,0.01,449.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2798,Mexico,MEX,20/01/2021,501030.0,489628.0,11402.0,44066.0,0.39,0.38,0.01,342.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2799,Mexico,MEX,21/01/2021,552335.0,534317.0,18018.0,31765.0,0.43,0.41,0.01,246.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2800,Mexico,MEX,22/01/2021,614808.0,594725.0,20083.0,28205.0,0.48,0.46,0.02,219.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2801,Mexico,MEX,23/01/2021,618768.0,596296.0,22472.0,22217.0,0.48,0.46,0.02,172.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2802,Mexico,MEX,24/01/2021,629626.0,604441.0,25185.0,22498.0,0.49,0.47,0.02,174.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2803,Mexico,MEX,25/01/2021,645105.0,616390.0,28715.0,21797.0,0.5,0.48,0.02,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2804,Mexico,MEX,26/01/2021,652319.0,621005.0,31314.0,22028.0,0.51,0.48,0.02,171.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2805,Mexico,MEX,27/01/2021,656044.0,624730.0,31314.0,22145.0,0.51,0.48,0.02,172.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2806,Mexico,MEX,28/01/2021,657842.0,626528.0,31314.0,15072.0,0.51,0.49,0.02,117.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2807,Mexico,MEX,29/01/2021,662217.0,630820.0,31397.0,6773.0,0.51,0.49,0.02,53.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2808,Mexico,MEX,30/01/2021,670307.0,631298.0,39009.0,7363.0,0.52,0.49,0.03,57.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2809,Mexico,MEX,31/01/2021,673327.0,631485.0,41842.0,6243.0,0.52,0.49,0.03,48.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2810,Mexico,MEX,01/02/2021,675202.0,631747.0,43455.0,4300.0,0.52,0.49,0.03,33.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2811,Mexico,MEX,02/02/2021,677539.0,631791.0,45748.0,3603.0,0.53,0.49,0.04,28.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2812,Mexico,MEX,03/02/2021,686601.0,632439.0,54162.0,4365.0,0.53,0.49,0.04,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2813,Mexico,MEX,04/02/2021,695088.0,634346.0,60742.0,5321.0,0.54,0.49,0.05,41.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2814,Mexico,MEX,05/02/2021,700316.0,636070.0,64246.0,5443.0,0.54,0.49,0.05,42.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2815,Mexico,MEX,06/02/2021,710198.0,637098.0,73100.0,5699.0,0.55,0.49,0.06,44.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2816,Mexico,MEX,07/02/2021,713517.0,637681.0,75836.0,5741.0,0.55,0.49,0.06,45.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2817,Mexico,MEX,08/02/2021,717820.0,638391.0,79429.0,6088.0,0.56,0.5,0.06,47.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2818,Mexico,MEX,09/02/2021,724347.0,640129.0,84218.0,6687.0,0.56,0.5,0.07,52.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2819,Mexico,MEX,10/02/2021,724707.0,640115.0,84592.0,5444.0,0.56,0.5,0.07,42.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2820,Mexico,MEX,11/02/2021,725447.0,640115.0,85332.0,4337.0,0.56,0.5,0.07,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2821,Mexico,MEX,12/02/2021,726002.0,640115.0,85887.0,3669.0,0.56,0.5,0.07,28.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2822,Mexico,MEX,13/02/2021,726313.0,640125.0,86188.0,2302.0,0.56,0.5,0.07,18.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2823,Mexico,MEX,14/02/2021,,,,3497.0,,,,27.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2824,Mexico,MEX,15/02/2021,749682.0,663484.0,86198.0,4552.0,0.58,0.51,0.07,35.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2825,Mexico,MEX,16/02/2021,915383.0,829185.0,86198.0,27291.0,0.71,0.64,0.07,212.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2826,Mexico,MEX,17/02/2021,1058139.0,958473.0,99666.0,47633.0,0.82,0.74,0.08,369.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2827,Mexico,MEX,18/02/2021,1318055.0,,,84658.0,1.02,,,657.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2828,Mexico,MEX,19/02/2021,1574158.0,1155227.0,418931.0,121165.0,1.22,0.9,0.32,940.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2829,Mexico,MEX,20/02/2021,1656304.0,1210886.0,445418.0,132856.0,1.28,0.94,0.35,1030.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2830,Mexico,MEX,21/02/2021,1689158.0,1236103.0,453055.0,135880.0,1.31,0.96,0.35,1054.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2831,Mexico,MEX,22/02/2021,1733404.0,1277187.0,456217.0,140532.0,1.34,0.99,0.35,1090.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2832,Mexico,MEX,23/02/2021,1801156.0,1336854.0,464302.0,126539.0,1.4,1.04,0.36,981.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2833,Mexico,MEX,24/02/2021,1900784.0,1425395.0,475389.0,120378.0,1.47,1.11,0.37,934.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2834,Mexico,MEX,25/02/2021,2088813.0,1562401.0,526412.0,110108.0,1.62,1.21,0.41,854.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2835,Mexico,MEX,26/02/2021,2271032.0,1708721.0,562311.0,99553.0,1.76,1.33,0.44,772.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2836,Mexico,MEX,27/02/2021,2383411.0,1818034.0,565377.0,103872.0,1.85,1.41,0.44,806.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2837,Mexico,MEX,28/02/2021,2455095.0,1889672.0,565423.0,109420.0,1.9,1.47,0.44,849.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health
2838,Monaco,MCO,30/12/2020,0.0,,,,0.0,,,,Pfizer/BioNTech,National Council
2839,Monaco,MCO,31/12/2020,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2840,Monaco,MCO,01/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2841,Monaco,MCO,02/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2842,Monaco,MCO,03/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2843,Monaco,MCO,04/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2844,Monaco,MCO,05/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2845,Monaco,MCO,06/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2846,Monaco,MCO,07/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2847,Monaco,MCO,08/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2848,Monaco,MCO,09/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2849,Monaco,MCO,10/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2850,Monaco,MCO,11/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2851,Monaco,MCO,12/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2852,Monaco,MCO,13/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2853,Monaco,MCO,14/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2854,Monaco,MCO,15/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2855,Monaco,MCO,16/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
2856,Monaco,MCO,17/01/2021,,,,126.0,,,,3211.0,Pfizer/BioNTech,National Council
